Gene Symbol	Description	Category	Uniprot ID	Gifts	GC Id	Relevance score	 GeneCards Link	ADHD_gene	parkinsons_gene	stuttering_gene	tic_gene
IL19	Interleukin 19	Protein Coding	Q9UHD0	52	GC01P206770	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL19	True	False	False	False
IL1A	Interleukin 1 Alpha	Protein Coding	P01583	58	GC02M112773	6.85853910446167	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1A	True	True	False	True
IL1B	Interleukin 1 Beta	Protein Coding	P01584	60	GC02M112829	7.69984531402588	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1B	True	True	False	True
IL1R1	Interleukin 1 Receptor Type 1	Protein Coding	P14778	60	GC02P102136	3.08620047569275	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1R1	True	True	False	False
IL1R1-AS1	IL1R1 Antisense RNA 1	RNA Gene		14	GC02M102397	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1R1-AS1	True	False	False	False
IL1R2	Interleukin 1 Receptor Type 2	Protein Coding	P27930	59	GC02P101991	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1R2	True	True	False	False
IL1RAPL1	Interleukin 1 Receptor Accessory Protein Like 1	Protein Coding	Q9NZN1	57	GC0XP028605	3.51865172386169	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1RAPL1	True	False	False	False
IL1RAPL2	Interleukin 1 Receptor Accessory Protein Like 2	Protein Coding	Q9NP60	51	GC0XP104566	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1RAPL2	False	True	False	True
IL1RL1	Interleukin 1 Receptor Like 1	Protein Coding	Q01638	54	GC02P102294	1.27565455436707	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1RL1	True	False	False	False
IL1RL2	Interleukin 1 Receptor Like 2	Protein Coding	Q9HB29	54	GC02P102186	1.21995079517365	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1RL2	True	True	False	False
IL1RN	Interleukin 1 Receptor Antagonist	Protein Coding	P18510	62	GC02P154111	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1RN	True	True	False	True
IL2	Interleukin 2	Protein Coding	P60568	58	GC04M122451	4.69409704208374	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL2	True	True	False	True
IL20RB	Interleukin 20 Receptor Subunit Beta	Protein Coding	Q6UXL0	46	GC03P136946	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL20RB	True	False	False	False
IL21	Interleukin 21	Protein Coding	Q9HBE4	57	GC04M122612	2.52939105033875	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL21	True	False	False	False
IL22	Interleukin 22	Protein Coding	Q9GZX6	54	GC12M068248	2.9103832244873	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL22	True	True	False	False
IL23A	Interleukin 23 Subunit Alpha	Protein Coding	Q9NPF7	50	GC12P075442	0.90202397108078	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL23A	True	False	False	False
IL23R	Interleukin 23 Receptor	Protein Coding	Q5VWK5	57	GC01P067138	0.90202397108078	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL23R	True	False	False	False
IL27	Interleukin 27	Protein Coding	Q8NEV9	48	GC16M050823	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL27	True	True	False	False
IL2RA	Interleukin 2 Receptor Subunit Alpha	Protein Coding	P01589	63	GC10M006010	1.27565455436707	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL2RA	True	False	False	False
IL2RB	Interleukin 2 Receptor Subunit Beta	Protein Coding	P14784	62	GC22M086125	1.21995079517365	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL2RB	True	True	False	False
IL2RG	Interleukin 2 Receptor Subunit Gamma	Protein Coding	P31785	61	GC0XM071127	3.03516411781311	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL2RG	True	False	False	False
IL3	Interleukin 3	Protein Coding	P08700	57	GC05P132060	2.9103832244873	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL3	True	True	False	True
IL31	Interleukin 31	Protein Coding	Q6EBC2	51	GC12M124698	0.90202397108078	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL31	True	False	False	False
IL31RA	Interleukin 31 Receptor A	Protein Coding	Q8NI17	55	GC05P055840	0.90202397108078	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL31RA	True	False	False	False
IL32	Interleukin 32	Protein Coding	P24001	50	GC16P120203	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL32	False	True	False	False
IL33	Interleukin 33	Protein Coding	O95760	53	GC09P010645	2.9103832244873	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL33	True	True	False	False
IL34	Interleukin 34	Protein Coding	Q6ZMJ4	51	GC16P122052	2.9103832244873	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL34	False	True	False	False
IL4	Interleukin 4	Protein Coding	P05112	59	GC05P132673	4.64698696136475	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL4	True	True	False	True
IL4R	Interleukin 4 Receptor	Protein Coding	P24394	60	GC16P120788	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL4R	True	True	False	False
IL5	Interleukin 5	Protein Coding	P05113	58	GC05M132541	2.9103832244873	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL5	True	True	False	False
IL5RA	Interleukin 5 Receptor Subunit Alpha	Protein Coding	Q01344	58	GC03M003066	0.90202397108078	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL5RA	True	False	False	False
IL6	Interleukin 6	Protein Coding	P05231	64	GC07P022725	6.89943885803223	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL6	True	True	False	True
IL6R	Interleukin 6 Receptor	Protein Coding	P08887	63	GC01P154405	1.07545459270477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL6R	True	True	False	True
IL6ST	Interleukin 6 Cytokine Family Signal Transducer	Protein Coding	P40189	63	GC05M055935	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL6ST	False	True	False	False
IL7	Interleukin 7	Protein Coding	P13232	55	GC08M078689	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL7	True	True	False	False
IL7R	Interleukin 7 Receptor	Protein Coding	P16871	59	GC05P035852	2.25114035606384	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL7R	True	False	False	False
IL9	Interleukin 9	Protein Coding	P15248	56	GC05M135891	0.90202397108078	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL9	True	False	False	False
IL9R	Interleukin 9 Receptor	Protein Coding	Q01113	47	GC0XP155997	0.2486432492733	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL9R	False	True	False	False
ILF2	Interleukin Enhancer Binding Factor 2	Protein Coding	Q12905	49	GC01M153661	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ILF2	False	True	False	False
ILF3	Interleukin Enhancer Binding Factor 3	Protein Coding	Q12906	49	GC19P151801	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ILF3	False	True	False	False
ILK	Integrin Linked Kinase	Protein Coding	Q13418	58	GC11P020541	0.521549761295319	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ILK	False	False	False	True
ILKAP	ILK Associated Serine/Threonine Phosphatase	Protein Coding	Q9H0C8	48	GC02M238170	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ILKAP	False	True	False	False
ILVBL	IlvB Acetolactate Synthase Like	Protein Coding	A1L0T0	47	GC19M108287	0.433797001838684	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ILVBL	True	False	False	False
IMMP1L	Inner Mitochondrial Membrane Peptidase Subunit 1	Protein Coding	Q96LU5	47	GC11M031432	0.90202397108078	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IMMP1L	True	False	False	False
IMMP2L	Inner Mitochondrial Membrane Peptidase Subunit 2	Protein Coding	Q96T52	49	GC07M110686	16.4062957763672	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IMMP2L	True	False	False	True
IMMT	Inner Membrane Mitochondrial Protein	Protein Coding	Q16891	52	GC02M086144	3.26201772689819	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IMMT	False	True	False	False
IMP3P1	IMP3 Pseudogene 1	Pseudogene		6	GC09M010830	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IMP3P1	True	False	False	False
IMP3P2	IMP3 Pseudogene 2	Pseudogene		10	GC07P128693	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IMP3P2	True	False	False	False
IMPA1	Inositol Monophosphatase 1	Protein Coding	P29218	59	GC08M081656	0.304524540901184	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IMPA1	True	True	False	False
IMPA2	Inositol Monophosphatase 2	Protein Coding	O14732	54	GC18P011981	0.2486432492733	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IMPA2	True	True	False	True
IMPDH1	Inosine Monophosphate Dehydrogenase 1	Protein Coding	P20839	61	GC07M128392	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IMPDH1	True	True	False	True
IMPDH2	Inosine Monophosphate Dehydrogenase 2	Protein Coding	P12268	61	GC03M054743	14.2557973861694	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IMPDH2	True	True	False	False
IMPG2	Interphotoreceptor Matrix Proteoglycan 2	Protein Coding	Q9BZV3	50	GC03M101222	0.953969299793243	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IMPG2	True	False	False	False
INA	Internexin Neuronal Intermediate Filament Protein Alpha	Protein Coding	Q16352	50	GC10P103277	3.15902638435364	https://www.genecards.org/cgi-bin/carddisp.pl?gene=INA	False	True	False	False
INCENP	Inner Centromere Protein	Protein Coding	Q9NQS7	51	GC11P062123	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=INCENP	True	False	False	False
ING5	Inhibitor Of Growth Family Member 5	Protein Coding	Q8WYH8	47	GC02P242370	0.953969299793243	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ING5	True	False	False	False
INHA	Inhibin Subunit Alpha	Protein Coding	P05111	56	GC02P219569	0.90202397108078	https://www.genecards.org/cgi-bin/carddisp.pl?gene=INHA	True	False	False	False
INHBE	Inhibin Subunit Beta E	Protein Coding	P58166	48	GC12P057452	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=INHBE	True	False	False	False
INKA1	Inka Box Actin Regulator 1	Protein Coding	Q96EL1	34	GC03P049803	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=INKA1	True	False	False	False
INKA2	Inka Box Actin Regulator 2	Protein Coding	Q9NTI7	35	GC01M111863	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=INKA2	False	True	False	False
INPP1	Inositol Polyphosphate-1-Phosphatase	Protein Coding	P49441	51	GC02P190343	1.51550555229187	https://www.genecards.org/cgi-bin/carddisp.pl?gene=INPP1	True	False	False	False
INPP4A	Inositol Polyphosphate-4-Phosphatase Type I A	Protein Coding	Q96PE3	54	GC02P100127	1.34911632537842	https://www.genecards.org/cgi-bin/carddisp.pl?gene=INPP4A	True	False	True	False
INPP4B	Inositol Polyphosphate-4-Phosphatase Type II B	Protein Coding	O15327	52	GC04M142023	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=INPP4B	True	True	False	False
INPP5B	Inositol Polyphosphate-5-Phosphatase B	Protein Coding	P32019	52	GC01M037860	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=INPP5B	True	True	False	False
INPP5D	Inositol Polyphosphate-5-Phosphatase D	Protein Coding	Q92835	60	GC02P233059	1.34911632537842	https://www.genecards.org/cgi-bin/carddisp.pl?gene=INPP5D	True	False	False	False
INPP5E	Inositol Polyphosphate-5-Phosphatase E	Protein Coding	Q9NRR6	52	GC09M136428	2.74776268005371	https://www.genecards.org/cgi-bin/carddisp.pl?gene=INPP5E	True	False	False	False
INPP5F	Inositol Polyphosphate-5-Phosphatase F	Protein Coding	Q9Y2H2	47	GC10P119726	2.65607452392578	https://www.genecards.org/cgi-bin/carddisp.pl?gene=INPP5F	False	True	False	False
INPP5J	Inositol Polyphosphate-5-Phosphatase J	Protein Coding	Q15735	51	GC22P091956	1.34911632537842	https://www.genecards.org/cgi-bin/carddisp.pl?gene=INPP5J	True	False	False	False
INPP5K	Inositol Polyphosphate-5-Phosphatase K	Protein Coding	Q9BT40	54	GC17M001494	1.68072235584259	https://www.genecards.org/cgi-bin/carddisp.pl?gene=INPP5K	True	True	False	False
INPPL1	Inositol Polyphosphate Phosphatase Like 1	Protein Coding	O15357	61	GC11P072223	2.74776268005371	https://www.genecards.org/cgi-bin/carddisp.pl?gene=INPPL1	True	False	False	False
INS	Insulin	Protein Coding	P01308	61	GC11M002159	5.01718091964722	https://www.genecards.org/cgi-bin/carddisp.pl?gene=INS	True	True	True	True
INS-IGF2	INS-IGF2 Readthrough	Protein Coding	F8WCM5	38	GC11M015125	1.21995079517365	https://www.genecards.org/cgi-bin/carddisp.pl?gene=INS-IGF2	False	True	False	False
INSIG1	Insulin Induced Gene 1	Protein Coding	O15503	51	GC07P155297	1.34911632537842	https://www.genecards.org/cgi-bin/carddisp.pl?gene=INSIG1	True	False	False	False
INSL3	Insulin Like 3	Protein Coding	P51460	52	GC19M017816	0.2486432492733	https://www.genecards.org/cgi-bin/carddisp.pl?gene=INSL3	True	True	False	False
INSR	Insulin Receptor	Protein Coding	P06213	67	GC19M007112	3.2149076461792	https://www.genecards.org/cgi-bin/carddisp.pl?gene=INSR	True	True	False	False
INSRR	Insulin Receptor Related Receptor	Protein Coding	P14616	52	GC01M156840	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=INSRR	False	True	False	False
INSYN1	Inhibitory Synaptic Factor 1	Protein Coding	Q2T9L4	37	GC15M162749	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=INSYN1	True	False	False	False
INTS10	Integrator Complex Subunit 10	Protein Coding	Q9NVR2	44	GC08P019817	4.14004373550415	https://www.genecards.org/cgi-bin/carddisp.pl?gene=INTS10	True	False	False	False
INTS15	Integrator Complex Subunit 15	Protein Coding	Q96N11	37	GC07P019454	0.681229293346405	https://www.genecards.org/cgi-bin/carddisp.pl?gene=INTS15	False	False	True	False
INTS3	Integrator Complex Subunit 3	Protein Coding	Q68E01	48	GC01P153728	0.80652129650116	https://www.genecards.org/cgi-bin/carddisp.pl?gene=INTS3	False	False	False	True
INTS7	Integrator Complex Subunit 7	Protein Coding	Q9NVH2	45	GC01M211940	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=INTS7	False	True	False	False
INTS9	Integrator Complex Subunit 9	Protein Coding	Q9NV88	48	GC08M028767	1.34911632537842	https://www.genecards.org/cgi-bin/carddisp.pl?gene=INTS9	True	False	False	False
IP6K1	Inositol Hexakisphosphate Kinase 1	Protein Coding	Q92551	47	GC03M054776	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IP6K1	True	False	False	False
IP6K2	Inositol Hexakisphosphate Kinase 2	Protein Coding	Q9UHH9	51	GC03M048688	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IP6K2	True	False	False	False
IP6K3	Inositol Hexakisphosphate Kinase 3	Protein Coding	Q96PC2	43	GC06M033721	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IP6K3	True	False	False	False
IPO11	Importin 11	Protein Coding	Q9UI26	50	GC05P062403	2.79092741012573	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IPO11	True	False	False	False
IPO13	Importin 13	Protein Coding	O94829	52	GC01P077519	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IPO13	True	False	False	False
IPO4	Importin 4	Protein Coding	Q8TEX9	47	GC14M028835	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IPO4	False	True	False	False
IPO7	Importin 7	Protein Coding	O95373	51	GC11P009384	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IPO7	False	True	False	False
IPO9	Importin 9	Protein Coding	Q96P70	42	GC01P201829	1.47381222248077	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IPO9	False	True	False	False
IPO9-AS1	IPO9 Antisense RNA 1	RNA Gene		19	GC01M201691	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IPO9-AS1	True	False	False	False
IPW	Imprinted In Prader-Willi Syndrome	RNA Gene		22	GC15P025116	4.99704551696777	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IPW	True	False	False	False
IQCB1	IQ Motif Containing B1	Protein Coding	Q15051	54	GC03M121769	1.39864635467529	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IQCB1	True	False	False	True
IQCD	IQ Motif Containing D	Protein Coding	Q96DY2	40	GC12M113195	0.2486432492733	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IQCD	False	True	False	False
IQCE	IQ Motif Containing E	Protein Coding	Q6IPM2	48	GC07P002558	1.34911632537842	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IQCE	True	False	False	False
IQCF2	IQ Motif Containing F2	Protein Coding	Q8IXL9	32	GC03P065073	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IQCF2	True	False	False	False
IQCF3	IQ Motif Containing F3	Protein Coding	P0C7M6	35	GC03P051826	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IQCF3	True	False	False	False
IQCJ	IQ Motif Containing J	Protein Coding	Q1A5X6	33	GC03P158963	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IQCJ	True	False	False	False
IQCJ-SCHIP1	IQCJ-SCHIP1 Readthrough	Protein Coding	B3KU38	31	GC03P158962	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IQCJ-SCHIP1	True	False	True	True
IQCM	IQ Motif Containing M	Protein Coding	A0A1B0GVH7	26	GC04M149351	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IQCM	False	True	False	False
IQCN	IQ Motif Containing N	Protein Coding	Q9H0B3	43	GC19M018257	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IQCN	True	False	False	False
IQSEC1	IQ Motif And Sec7 Domain ArfGEF 1	Protein Coding	Q6DN90	53	GC03M028664	4.58739185333252	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IQSEC1	True	False	False	False
IQSEC2	IQ Motif And Sec7 Domain ArfGEF 2	Protein Coding	Q5JU85	52	GC0XM053225	8.73494434356689	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IQSEC2	True	False	False	True
IRAG1	Inositol 1,4,5-Triphosphate Receptor Associated 1	Protein Coding	Q9Y6F6	45	GC11M015422	3.05856800079346	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRAG1	True	False	False	False
IRAIN	IGF1R Antisense Imprinted Non-Protein Coding RNA	RNA Gene		24	GC15M163330	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRAIN	True	False	False	False
IRAK1	Interleukin 1 Receptor Associated Kinase 1	Protein Coding	P51617	61	GC0XM154010	2.9103832244873	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRAK1	False	True	False	True
IRAK1BP1	Interleukin 1 Receptor Associated Kinase 1 Binding Protein 1	Protein Coding	Q5VVH5	40	GC06P078867	2.32646656036377	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRAK1BP1	True	False	False	True
IREB2	Iron Responsive Element Binding Protein 2	Protein Coding	P48200	58	GC15P078437	5.92989635467529	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IREB2	True	True	False	True
IRF1	Interferon Regulatory Factor 1	Protein Coding	P10914	60	GC05M132440	0.90202397108078	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRF1	True	False	False	False
IRF2BPL	Interferon Regulatory Factor 2 Binding Protein Like	Protein Coding	Q9H1B7	51	GC14M077024	14.0799808502197	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRF2BPL	True	True	False	False
IRF3	Interferon Regulatory Factor 3	Protein Coding	Q14653	58	GC19M049659	3.98583769798279	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRF3	False	True	False	True
IRF4	Interferon Regulatory Factor 4	Protein Coding	Q15306	57	GC06P000391	0.90202397108078	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRF4	True	False	False	False
IRF6	Interferon Regulatory Factor 6	Protein Coding	O14896	55	GC01M209785	2.80996251106262	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRF6	True	False	False	False
IRF7	Interferon Regulatory Factor 7	Protein Coding	Q92985	60	GC11M000612	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRF7	False	True	False	True
IRF8	Interferon Regulatory Factor 8	Protein Coding	Q02556	59	GC16P122611	1.21995079517365	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRF8	False	True	False	False
IRGM	Immunity Related GTPase M	Protein Coding	A1A4Y4	45	GC05P150846	0.90202397108078	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRGM	True	False	False	False
IRS1	Insulin Receptor Substrate 1	Protein Coding	P35568	61	GC02M226731	3.2149076461792	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRS1	True	True	False	False
IRS2	Insulin Receptor Substrate 2	Protein Coding	Q9Y4H2	59	GC13M109752	1.07545459270477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRS2	False	True	False	False
IRS4	Insulin Receptor Substrate 4	Protein Coding	O14654	54	GC0XM108720	1.47381222248077	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRS4	False	True	False	False
IRX1	Iroquois Homeobox 1	Protein Coding	P78414	50	GC05P005729	0.433797001838684	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRX1	True	False	False	False
IRX2	Iroquois Homeobox 2	Protein Coding	Q9BZI1	44	GC05M002708	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRX2	False	True	False	False
IRX5	Iroquois Homeobox 5	Protein Coding	P78411	51	GC16P054930	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRX5	False	True	False	False
ISCA1P1	Iron-Sulfur Cluster Assembly 1 Pseudogene 1	Pseudogene		11	GC05M062775	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ISCA1P1	True	False	False	False
ISCA1P2	Iron-Sulfur Cluster Assembly 1 Pseudogene 2	Pseudogene		7	GC01P229042	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ISCA1P2	False	True	False	False
ISCA2	Iron-Sulfur Cluster Assembly 2	Protein Coding	Q86U28	51	GC14P074493	1.39864635467529	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ISCA2	True	False	False	False
ISCU	Iron-Sulfur Cluster Assembly Enzyme	Protein Coding	Q9H1K1	57	GC12P108561	1.39864635467529	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ISCU	True	False	False	False
ISG15	ISG15 Ubiquitin Like Modifier	Protein Coding	P05161	59	GC01P001001	3.44122195243835	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ISG15	False	True	False	False
ISL1	ISL LIM Homeobox 1	Protein Coding	P61371	57	GC05P051383	2.9103832244873	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ISL1	True	True	False	True
ISM1	Isthmin 1	Protein Coding	B1AKI9	41	GC20P013221	1.41793096065521	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ISM1	False	True	False	False
ISOC2	Isochorismatase Domain Containing 2	Protein Coding	Q96AB3	40	GC19M055452	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ISOC2	False	True	False	False
IST1	IST1 Factor Associated With ESCRT-III	Protein Coding	P53990	50	GC16P122089	3.89317202568054	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IST1	True	False	False	False
ISY1	ISY1 Splicing Factor Homolog	Protein Coding	Q9ULR0	39	GC03M129127	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ISY1	True	False	False	False
ITGA1	Integrin Subunit Alpha 1	Protein Coding	P56199	57	GC05P052788	9.08616638183594	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGA1	True	False	False	True
ITGA11	Integrin Subunit Alpha 11	Protein Coding	Q9UKX5	52	GC15M068296	2.24084877967834	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGA11	True	False	False	False
ITGA2B	Integrin Subunit Alpha 2b	Protein Coding	P08514	64	GC17M097296	2.62477087974548	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGA2B	True	False	False	True
ITGA3	Integrin Subunit Alpha 3	Protein Coding	P26006	61	GC17P050055	1.39864635467529	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGA3	True	False	False	False
ITGA4	Integrin Subunit Alpha 4	Protein Coding	P13612	62	GC02P181501	0.90202397108078	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGA4	True	False	False	True
ITGA6	Integrin Subunit Alpha 6	Protein Coding	P23229	62	GC02P172244	0.719035804271698	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGA6	False	False	False	True
ITGA7	Integrin Subunit Alpha 7	Protein Coding	Q13683	59	GC12M055684	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGA7	True	True	False	False
ITGA8	Integrin Subunit Alpha 8	Protein Coding	P53708	57	GC10M015513	1.41793096065521	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGA8	False	True	False	False
ITGA9	Integrin Subunit Alpha 9	Protein Coding	Q13797	55	GC03P037468	1.34911632537842	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGA9	True	False	False	False
ITGAE	Integrin Subunit Alpha E	Protein Coding	P38570	53	GC17M096019	3.14287281036377	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGAE	True	False	False	False
ITGAL	Integrin Subunit Alpha L	Protein Coding	P20701	60	GC16P030472	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGAL	False	True	False	False
ITGAM	Integrin Subunit Alpha M	Protein Coding	P11215	62	GC16P121092	2.9103832244873	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGAM	True	True	False	False
ITGAV	Integrin Subunit Alpha V	Protein Coding	P06756	61	GC02P186589	0.368857592344284	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGAV	False	False	False	True
ITGAX	Integrin Subunit Alpha X	Protein Coding	P20702	59	GC16P121102	3.15902638435364	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGAX	True	True	False	False
ITGB1	Integrin Subunit Beta 1	Protein Coding	P05556	62	GC10M037195	3.15902638435364	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGB1	False	True	False	True
ITGB2	Integrin Subunit Beta 2	Protein Coding	P05107	63	GC21M044885	4.69409704208374	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGB2	False	True	False	False
ITGB3	Integrin Subunit Beta 3	Protein Coding	P05106	65	GC17P155043	1.34911632537842	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGB3	True	False	False	True
ITGB5	Integrin Subunit Beta 5	Protein Coding	P18084	56	GC03M124761	1.20005345344543	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGB5	False	True	False	True
